ensembl_gene_id,external_gene_name,mgi_symbol,mgi_description,chromosome_name,start_position,end_position,TSS_diff,cluster_3Mb_bychr,OR_class
ENSMUSG00000070821,Olfr1340,Olfr1340,olfactory receptor 1340,4,118720138,118729395,16615,04-4,class2
ENSMUSG00000070820,Olfr1339,Olfr1339,olfactory receptor 1339,4,118732175,118736906,12037,04-4,class2
ENSMUSG00000095218,Olfr1338,Olfr1338,olfactory receptor 1338,4,118751975,118758737,19800,04-4,class2
ENSMUSG00000111159,Olfr1337,Olfr1337,olfactory receptor 1337,4,118781636,118782586,29661,04-4,class2
ENSMUSG00000066061,Olfr1335,Olfr1335,olfactory receptor 1335,4,118808797,118809944,27161,04-4,class2
ENSMUSG00000110947,Olfr1333,Olfr1333,olfactory receptor 1333,4,118827659,118836279,18862,04-4,class2
ENSMUSG00000073769,Olfr1331,Olfr1331,olfactory receptor 1331,4,118864649,118871707,36990,04-4,class2
ENSMUSG00000073768,Olfr1330,Olfr1330,olfactory receptor 1330,4,118888597,118899597,23948,04-4,class2
ENSMUSG00000096705,Olfr1329,Olfr1329,olfactory receptor 1329,4,118916524,118917465,27927,04-4,class2
ENSMUSG00000111259,Olfr1328,Olfr1328,olfactory receptor 1328,4,118930071,118938612,13547,04-4,class2
ENSMUSG00000090981,Olfr718-ps1,Olfr718-ps1,"olfactory receptor 718, pseudogene 1",5,143134014,143147581,0,05-1,class2
ENSMUSG00000068259,Olfr461,Olfr461,olfactory receptor 461,6,40542171,40555050,0,06-1,class2
ENSMUSG00000045514,Olfr460,Olfr460,olfactory receptor 460,6,40569487,40574343,27316,06-1,class2
ENSMUSG00000045479,Olfr459,Olfr459,olfactory receptor 459,6,41768770,41775177,1199283,06-1,class2
ENSMUSG00000068574,Olfr458,Olfr458,olfactory receptor 458,6,42459979,42465196,691209,06-1,class2
ENSMUSG00000091983,Olfr457,Olfr457,olfactory receptor 457,6,42468015,42476335,8036,06-1,class2
ENSMUSG00000090631,Olfr456,Olfr456,olfactory receptor 456,6,42486163,42487214,18148,06-1,class2
ENSMUSG00000071494,Olfr455,Olfr455,olfactory receptor 455,6,42535664,42547587,49501,06-1,class2
ENSMUSG00000095831,Olfr453,Olfr453,olfactory receptor 453,6,42739371,42746963,203707,06-1,class2
ENSMUSG00000095236,Olfr38,Olfr38,olfactory receptor 38,6,42756404,42763231,17033,06-1,class2
ENSMUSG00000094192,Olfr452,Olfr452,olfactory receptor 452,6,42785093,42791619,28689,06-1,class2
ENSMUSG00000054431,Olfr450,Olfr450,olfactory receptor 450,6,42811939,42819081,26846,06-1,class2
ENSMUSG00000049168,Olfr449,Olfr449,olfactory receptor 449,6,42834384,42839516,22445,06-1,class2
ENSMUSG00000043119,Olfr448,Olfr448,olfactory receptor 448,6,42890441,42899085,56057,06-1,class2
ENSMUSG00000045708,Olfr447,Olfr447,olfactory receptor 447,6,42908878,42914273,18437,06-1,class2
ENSMUSG00000073111,Olfr446,Olfr446,olfactory receptor 446,6,42921377,42931141,12499,06-1,class2
ENSMUSG00000073110,Olfr444,Olfr444,olfactory receptor 444,6,42949067,42956764,27690,06-1,class2
ENSMUSG00000094669,Olfr441,Olfr441,olfactory receptor 441,6,43106369,43117803,157302,06-1,class2
ENSMUSG00000094200,Olfr237-ps1,Olfr237-ps1,"olfactory receptor 237, pseudogene 1",6,43146567,43157169,40198,06-1,class2
ENSMUSG00000071481,Olfr437,Olfr437,olfactory receptor 437,6,43163282,43169861,16715,06-1,class2
ENSMUSG00000043605,Olfr13,Olfr13,olfactory receptor 13,6,43172140,43177460,8858,06-1,class2
ENSMUSG00000048693,Olfr435,Olfr435,olfactory receptor 435,6,43197146,43203629,25006,06-1,class2
ENSMUSG00000059411,Olfr434,Olfr434,olfactory receptor 434,6,43213021,43218113,15875,06-1,class2
ENSMUSG00000061210,Olfr47,Olfr47,olfactory receptor 47,6,43231529,43236959,18508,06-1,class2
ENSMUSG00000053391,Olfr211,Olfr211,olfactory receptor 211,6,116489091,116498221,73257562,06-2,class2
ENSMUSG00000053251,Olfr212,Olfr212,olfactory receptor 212,6,116506516,116517965,17425,06-2,class2
ENSMUSG00000081649,Olfr213,Olfr213,olfactory receptor 213,6,116538456,116544292,31940,06-2,class2
ENSMUSG00000051046,Olfr214,Olfr214,olfactory receptor 214,6,116554235,116560611,15779,06-2,class2
ENSMUSG00000050654,Olfr215,Olfr215,olfactory receptor 215,6,116580084,116584195,25849,06-2,class2
ENSMUSG00000090824,Olfr1344,Olfr1344,olfactory receptor 1344,7,6438688,6442161,0,07-1,class2
ENSMUSG00000048620,Olfr1336,Olfr1336,olfactory receptor 1336,7,6456168,6466817,17480,07-1,class2
ENSMUSG00000054938,Olfr1346,Olfr1346,olfactory receptor 1346,7,6467101,6478112,10933,07-1,class2
ENSMUSG00000096228,Olfr5,Olfr5,olfactory receptor 5,7,6478322,6486941,11221,07-1,class2
ENSMUSG00000034583,Olfr1347,Olfr1347,olfactory receptor 1347,7,6486944,6499755,8622,07-1,class2
ENSMUSG00000093877,Olfr1348,Olfr1348,olfactory receptor 1348,7,6499793,6508748,12849,07-1,class2
ENSMUSG00000048067,Olfr1349,Olfr1349,olfactory receptor 1349,7,6513269,6522950,13476,07-1,class2
ENSMUSG00000056696,Olfr1350,Olfr1350,olfactory receptor 1350,7,6564841,6571401,51572,07-1,class2
ENSMUSG00000070460,Olfr291,Olfr291,olfactory receptor 291,7,84853553,84859612,78288712,07-2,class2
ENSMUSG00000070459,Olfr290,Olfr290,olfactory receptor 290,7,84913075,84920861,59522,07-2,class2
ENSMUSG00000057540,Olfr310,Olfr310,olfactory receptor 310,7,86268487,86277172,1352706,07-2,class2
ENSMUSG00000054054,Olfr309,Olfr309,olfactory receptor 309,7,86304474,86313708,35987,07-2,class2
ENSMUSG00000054498,Olfr308,Olfr308,olfactory receptor 308,7,86318218,86325630,13744,07-2,class2
ENSMUSG00000055610,Olfr307,Olfr307,olfactory receptor 307,7,86332176,86337586,13958,07-2,class2
ENSMUSG00000055571,Olfr305,Olfr305,olfactory receptor 305,7,86360854,86366928,28678,07-2,class2
ENSMUSG00000062426,Olfr304,Olfr304,olfactory receptor 304,7,86385657,86386658,24803,07-2,class2
ENSMUSG00000039608,Olfr303,Olfr303,olfactory receptor 303,7,86391810,86397789,6153,07-2,class2
ENSMUSG00000061549,Olfr301,Olfr301,olfactory receptor 301,7,86403846,86414024,12036,07-2,class2
ENSMUSG00000020168,Olfr299,Olfr299,olfactory receptor 299,7,86459921,86469557,56075,07-2,class2
ENSMUSG00000062878,Olfr298,Olfr298,olfactory receptor 298,7,86486322,86492484,26401,07-2,class2
ENSMUSG00000057067,Olfr297,Olfr297,olfactory receptor 297,7,86519968,86528497,33646,07-2,class2
ENSMUSG00000059319,Olfr295,Olfr295,olfactory receptor 295,7,86583862,86591128,63894,07-2,class2
ENSMUSG00000062042,Olfr294,Olfr294,olfactory receptor 294,7,86615636,86616643,31774,07-2,class2
ENSMUSG00000063394,Olfr293,Olfr293,olfactory receptor 293,7,86649061,86666045,33425,07-2,class2
ENSMUSG00000060688,Olfr292,Olfr292,olfactory receptor 292,7,86688330,86697507,39269,07-2,class2
ENSMUSG00000073998,Olfr520,Olfr520,olfactory receptor 520,7,99730273,99736399,13041943,07-3,class1
ENSMUSG00000073997,Olfr521,Olfr521,olfactory receptor 521,7,99763507,99769321,33234,07-3,class1
ENSMUSG00000044814,Olfr543,Olfr543,olfactory receptor 543,7,102476579,102481679,2713072,07-3,class1
ENSMUSG00000043925,Olfr544,Olfr544,olfactory receptor 544,7,102482031,102488313,5452,07-3,class1
ENSMUSG00000044824,Olfr545,Olfr545,olfactory receptor 545,7,102491466,102499573,9435,07-3,class1
ENSMUSG00000073979,Olfr547,Olfr547,olfactory receptor 547,7,102534749,102535684,43283,07-3,class1
ENSMUSG00000073978,Olfr548-ps1,Olfr548-ps1,"olfactory receptor 548, pseudogene 1",7,102540896,102545890,6147,07-3,class1
ENSMUSG00000073977,Olfr549,Olfr549,olfactory receptor 549,7,102549870,102555842,8974,07-3,class1
ENSMUSG00000073975,Olfr550,Olfr550,olfactory receptor 550,7,102571442,102583011,21572,07-3,class1
ENSMUSG00000073974,Olfr551,Olfr551,olfactory receptor 551,7,102583510,102591886,12068,07-3,class1
ENSMUSG00000073973,Olfr552,Olfr552,olfactory receptor 552,7,102597770,102608125,14260,07-3,class1
ENSMUSG00000073972,Olfr553,Olfr553,olfactory receptor 553,7,102611281,102618218,13511,07-3,class1
ENSMUSG00000073971,Olfr554,Olfr554,olfactory receptor 554,7,102638432,102642555,27151,07-3,class1
ENSMUSG00000073970,Olfr555,Olfr555,olfactory receptor 555,7,102658823,102659770,20391,07-3,class1
ENSMUSG00000073969,Olfr556,Olfr556,olfactory receptor 556,7,102664899,102673270,6076,07-3,class1
ENSMUSG00000073967,Olfr557,Olfr557,olfactory receptor 557,7,102695910,102700707,31011,07-3,class1
ENSMUSG00000070423,Olfr558,Olfr558,olfactory receptor 558,7,102702215,102712064,6305,07-3,class1
ENSMUSG00000066273,Olfr33,Olfr33,olfactory receptor 33,7,102712151,102719070,9936,07-3,class1
ENSMUSG00000066272,Olfr559,Olfr559,olfactory receptor 559,7,102723207,102727491,11056,07-3,class1
ENSMUSG00000043366,Olfr78,Olfr78,olfactory receptor 78,7,102738511,102759471,15304,07-3,class1
ENSMUSG00000110008,Olfr560,Olfr560,olfactory receptor 560,7,102751818,102759366,13307,07-3,class1
ENSMUSG00000073966,Olfr561,Olfr561,olfactory receptor 561,7,102771221,102776857,19403,07-3,class1
ENSMUSG00000048469,Olfr564,Olfr564,olfactory receptor 564,7,102803480,102804430,32259,07-3,class1
ENSMUSG00000060888,Olfr566,Olfr566,olfactory receptor 566,7,102855337,102858765,51857,07-3,class1
ENSMUSG00000073965,Olfr568,Olfr568,olfactory receptor 568,7,102877122,102878063,21785,07-3,class1
ENSMUSG00000062142,Olfr569,Olfr569,olfactory receptor 569,7,102883709,102890882,6587,07-3,class1
ENSMUSG00000073964,Olfr570,Olfr570,olfactory receptor 570,7,102894577,102901710,10868,07-3,class1
ENSMUSG00000043310,Olfr571,Olfr571,olfactory receptor 571,7,102905090,102917536,10513,07-3,class1
ENSMUSG00000073963,Olfr572,Olfr572,olfactory receptor 572,7,102924409,102928608,19319,07-3,class1
ENSMUSG00000052785,Olfr573-ps1,Olfr573-ps1,"olfactory receptor 573, pseudogene 1",7,102941682,102942575,17273,07-3,class1
ENSMUSG00000045824,Olfr574,Olfr574,olfactory receptor 574,7,102948467,102949507,6785,07-3,class1
ENSMUSG00000066269,Olfr575,Olfr575,olfactory receptor 575,7,102952270,102958775,3803,07-3,class1
ENSMUSG00000073962,Olfr576,Olfr576,olfactory receptor 576,7,102962660,102975160,10390,07-3,class1
ENSMUSG00000043354,Olfr577,Olfr577,olfactory receptor 577,7,102971180,102975943,8520,07-3,class1
ENSMUSG00000045792,Olfr578,Olfr578,olfactory receptor 578,7,102981608,102989324,10428,07-3,class1
ENSMUSG00000073961,Olfr582,Olfr582,olfactory receptor 582,7,103038024,103044040,56416,07-3,class1
ENSMUSG00000073960,Olfr583,Olfr583,olfactory receptor 583,7,103051300,103052259,13276,07-3,class1
ENSMUSG00000073959,Olfr584,Olfr584,olfactory receptor 584,7,103081885,103088315,30585,07-3,class1
ENSMUSG00000078080,Olfr585,Olfr585,olfactory receptor 585,7,103097720,103098749,15835,07-3,class1
ENSMUSG00000066268,Olfr586,Olfr586,olfactory receptor 586,7,103118403,103125638,20683,07-3,class1
ENSMUSG00000080891,Olfr587-ps1,Olfr587-ps1,"olfactory receptor 587, pseudogene 1",7,103134376,103135323,15973,07-3,class2
ENSMUSG00000084262,Olfr588-ps1,Olfr588-ps1,"olfactory receptor 588, pseudogene 1",7,103140879,103147864,6503,07-3,class1
ENSMUSG00000051362,Olfr589,Olfr589,olfactory receptor 589,7,103154792,103156356,13913,07-3,class1
ENSMUSG00000057461,Olfr591,Olfr591,olfactory receptor 591,7,103167074,103178340,12282,07-3,class1
ENSMUSG00000073956,Olfr592,Olfr592,olfactory receptor 592,7,103184803,103192965,17729,07-3,class1
ENSMUSG00000073955,Olfr593,Olfr593,olfactory receptor 593,7,103211862,103212845,27059,07-3,class1
ENSMUSG00000073954,Olfr594,Olfr594,olfactory receptor 594,7,103216996,103222313,5134,07-3,class1
ENSMUSG00000073953,Olfr596,Olfr596,olfactory receptor 596,7,103305648,103312782,88652,07-3,class1
ENSMUSG00000073952,Olfr597,Olfr597,olfactory receptor 597,7,103316315,103322799,10667,07-3,class1
ENSMUSG00000073951,Olfr598,Olfr598,olfactory receptor 598,7,103323568,103329888,7253,07-3,class1
ENSMUSG00000073950,Olfr599,Olfr599,olfactory receptor 599,7,103335917,103339564,12349,07-3,class1
ENSMUSG00000045540,Olfr600,Olfr600,olfactory receptor 600,7,103343482,103349669,7565,07-3,class1
ENSMUSG00000109951,Olfr601,Olfr601,olfactory receptor 601,7,103357094,103362655,13612,07-3,class1
ENSMUSG00000059874,Olfr603,Olfr603,olfactory receptor 603,7,103383062,103386177,25968,07-3,class1
ENSMUSG00000109659,Olfr605,Olfr605,olfactory receptor 605,7,103440407,103445439,57345,07-3,class1
ENSMUSG00000073949,Olfr606,Olfr606,olfactory receptor 606,7,103449046,103453531,8639,07-3,class1
ENSMUSG00000081945,Olfr607,Olfr607,olfactory receptor 607,7,103455526,103464151,6480,07-3,class1
ENSMUSG00000073948,Olfr608,Olfr608,olfactory receptor 608,7,103469877,103471358,14351,07-3,class1
ENSMUSG00000046396,Olfr609,Olfr609,olfactory receptor 609,7,103490025,103498062,20148,07-3,class1
ENSMUSG00000045584,Olfr610,Olfr610,olfactory receptor 610,7,103505375,103512122,15350,07-3,class1
ENSMUSG00000096584,Olfr611,Olfr611,olfactory receptor 611,7,103516465,103520846,11090,07-3,class1
ENSMUSG00000094119,Olfr612,Olfr612,olfactory receptor 612,7,103537222,103542717,20757,07-3,class1
ENSMUSG00000078624,Olfr613,Olfr613,olfactory receptor 613,7,103548074,103555506,10852,07-3,class1
ENSMUSG00000073947,Olfr615,Olfr615,olfactory receptor 615,7,103556079,103563798,8005,07-3,class1
ENSMUSG00000047544,Olfr616,Olfr616,olfactory receptor 616,7,103563747,103569143,7668,07-3,class1
ENSMUSG00000073946,Olfr617,Olfr617,olfactory receptor 617,7,103573061,103586795,9314,07-3,class1
ENSMUSG00000073945,Olfr618,Olfr618,olfactory receptor 618,7,103590103,103600448,17042,07-3,class1
ENSMUSG00000073944,Olfr619,Olfr619,olfactory receptor 619,7,103600575,103604859,10472,07-3,class1
ENSMUSG00000045132,Olfr620,Olfr620,olfactory receptor 620,7,103604895,103612534,4320,07-3,class1
ENSMUSG00000050085,Olfr622,Olfr622,olfactory receptor 622,7,103638451,103642702,33556,07-3,class1
ENSMUSG00000099687,Olfr623,Olfr623,olfactory receptor 623,7,103657697,103663698,19246,07-3,class1
ENSMUSG00000045780,Olfr624,Olfr624,olfactory receptor 624,7,103665461,103671191,7764,07-3,class1
ENSMUSG00000073943,Olfr625-ps1,Olfr625-ps1,"olfactory receptor 625, pseudogene 1",7,103682720,103683685,17259,07-3,class1
ENSMUSG00000094822,Olfr243,Olfr243,olfactory receptor 243,7,103714671,103721166,31951,07-3,class1
ENSMUSG00000096516,Olfr628,Olfr628,olfactory receptor 628,7,103730374,103733324,15703,07-3,class1
ENSMUSG00000047545,Olfr629,Olfr629,olfactory receptor 629,7,103739775,103744943,9401,07-3,class1
ENSMUSG00000050281,Olfr630,Olfr630,olfactory receptor 630,7,103753480,103757333,13705,07-3,class1
ENSMUSG00000058662,Olfr69,Olfr69,olfactory receptor 69,7,103765805,103771594,12325,07-3,class1
ENSMUSG00000061626,Olfr68,Olfr68,olfactory receptor 68,7,103774358,103779698,8553,07-3,class1
ENSMUSG00000047535,Olfr67,Olfr67,olfactory receptor 67,7,103784594,103791821,10236,07-3,class1
ENSMUSG00000058200,Olfr66,Olfr66,olfactory receptor 66,7,103879443,103886252,94849,07-3,class1
ENSMUSG00000063615,Olfr64,Olfr64,olfactory receptor 64,7,103889485,103894485,10042,07-3,class1
ENSMUSG00000110259,Olfr65,Olfr65,olfactory receptor 65,7,103903487,103908650,14002,07-3,class1
ENSMUSG00000042219,Olfr631,Olfr631,olfactory receptor 631,7,103928825,103929784,25338,07-3,class1
ENSMUSG00000073938,Olfr632,Olfr632,olfactory receptor 632,7,103934347,103940579,5522,07-3,class1
ENSMUSG00000073937,Olfr633,Olfr633,olfactory receptor 633,7,103944437,103948963,10090,07-3,class1
ENSMUSG00000080751,Olfr634-ps1,Olfr634-ps1,"olfactory receptor 634, pseudogene 1",7,103956412,103957366,11975,07-3,class1
ENSMUSG00000094520,Olfr635,Olfr635,olfactory receptor 635,7,103971152,103987540,14740,07-3,class1
ENSMUSG00000094063,Olfr638,Olfr638,olfactory receptor 638,7,103998746,104004357,27594,07-3,class1
ENSMUSG00000109824,Olfr643,Olfr643,olfactory receptor 643,7,103998800,104137405,54,07-3,
ENSMUSG00000066263,Olfr639,Olfr639,olfactory receptor 639,7,104006231,104017303,7431,07-3,class1
ENSMUSG00000066262,Olfr640,Olfr640,olfactory receptor 640,7,104018686,104025573,12455,07-3,class1
ENSMUSG00000073932,Olfr641,Olfr641,olfactory receptor 641,7,104035445,104042072,16759,07-3,class1
ENSMUSG00000049797,Olfr642,Olfr642,olfactory receptor 642,7,104046529,104052666,11084,07-3,class1
ENSMUSG00000090219,4930516K23Rik,4930516K23Rik,RIKEN cDNA 4930516K23 gene,7,104053600,104061445,7071,07-3,class1
ENSMUSG00000110012,Olfr644,Olfr644,olfactory receptor 644,7,104066289,104071869,12689,07-3,class1
ENSMUSG00000051340,Olfr645,Olfr645,olfactory receptor 645,7,104081789,104085465,15500,07-3,class1
ENSMUSG00000073931,Olfr646,Olfr646,olfactory receptor 646,7,104104873,104109766,23084,07-3,class1
ENSMUSG00000042909,Olfr648,Olfr648,olfactory receptor 648,7,104177598,104183392,72725,07-3,class1
ENSMUSG00000044899,Olfr649,Olfr649,olfactory receptor 649,7,104188992,104195985,11394,07-3,class1
ENSMUSG00000073928,Olfr651,Olfr651,olfactory receptor 651,7,104550133,104554422,361141,07-3,class1
ENSMUSG00000073927,Olfr652,Olfr652,olfactory receptor 652,7,104560901,104568634,10768,07-3,class1
ENSMUSG00000073926,Olfr653,Olfr653,olfactory receptor 653,7,104577314,104584117,16413,07-3,class1
ENSMUSG00000073925,Olfr654,Olfr654,olfactory receptor 654,7,104587025,104590718,9711,07-3,class1
ENSMUSG00000051182,Olfr655,Olfr655,olfactory receptor 655,7,104595301,104601779,8276,07-3,class1
ENSMUSG00000073924,Olfr656,Olfr656,olfactory receptor 656,7,104613955,104621603,18654,07-3,class1
ENSMUSG00000073923,Olfr657,Olfr657,olfactory receptor 657,7,104624794,104637481,10839,07-3,class1
ENSMUSG00000070421,Olfr658,Olfr658,olfactory receptor 658,7,104642877,104647305,18083,07-3,class1
ENSMUSG00000073922,Olfr659,Olfr659,olfactory receptor 659,7,104666753,104674948,23876,07-3,class1
ENSMUSG00000073920,Olfr661,Olfr661,olfactory receptor 661,7,104686501,104691354,19748,07-3,class1
ENSMUSG00000109806,Olfr663,Olfr663,olfactory receptor 663,7,104703569,104704527,17068,07-3,class1
ENSMUSG00000051885,Olfr664,Olfr664,olfactory receptor 664,7,104733385,104734362,29816,07-3,class1
ENSMUSG00000073917,Olfr665,Olfr665,olfactory receptor 665,7,104878031,104882906,144646,07-3,class1
ENSMUSG00000063582,Olfr666,Olfr666,olfactory receptor 666,7,104891822,104895952,13791,07-3,class1
ENSMUSG00000056782,Olfr667,Olfr667,olfactory receptor 667,7,104914742,104921482,22920,07-3,class1
ENSMUSG00000057770,Olfr668,Olfr668,olfactory receptor 668,7,104922291,104928057,7549,07-3,class1
ENSMUSG00000073916,Olfr669,Olfr669,olfactory receptor 669,7,104934240,104940477,11949,07-3,class1
ENSMUSG00000044705,Olfr670,Olfr670,olfactory receptor 670,7,104957114,104962620,22874,07-3,class1
ENSMUSG00000094531,Olfr671,Olfr671,olfactory receptor 671,7,104972896,104979126,15782,07-3,class1
ENSMUSG00000051172,Olfr672,Olfr672,olfactory receptor 672,7,104995760,105002029,22864,07-3,class1
ENSMUSG00000096773,Olfr675,Olfr675,olfactory receptor 675,7,105021370,105028460,25610,07-3,class1
ENSMUSG00000073915,Olfr676,Olfr676,olfactory receptor 676,7,105032698,105037750,11328,07-3,class1
ENSMUSG00000073914,Olfr677,Olfr677,olfactory receptor 677,7,105051372,105059006,18674,07-3,class1
ENSMUSG00000073913,Olfr678,Olfr678,olfactory receptor 678,7,105064475,105071639,13103,07-3,class1
ENSMUSG00000096029,Olfr679,Olfr679,olfactory receptor 679,7,105081205,105090642,16730,07-3,class1
ENSMUSG00000041885,Olfr680-ps1,Olfr680-ps1,"olfactory receptor 680, pseudogene 1",7,105090702,105092817,9497,07-3,class1
ENSMUSG00000095248,Olfr681,Olfr681,olfactory receptor 681,7,105116836,105125523,26134,07-3,class1
ENSMUSG00000059768,Olfr682-ps1,Olfr682-ps1,"olfactory receptor 682, pseudogene 1",7,105126366,105128435,9530,07-3,class1
ENSMUSG00000044120,Olfr683,Olfr683,olfactory receptor 683,7,105140839,105147012,14473,07-3,class1
ENSMUSG00000047225,Olfr684,Olfr684,olfactory receptor 684,7,105154692,105163653,13853,07-3,class1
ENSMUSG00000047794,Olfr685,Olfr685,olfactory receptor 685,7,105178416,105186012,23724,07-3,class1
ENSMUSG00000048425,Olfr686,Olfr686,olfactory receptor 686,7,105201858,105207485,23442,07-3,class1
ENSMUSG00000073909,Olfr688,Olfr688,olfactory receptor 688,7,105288095,105289060,86237,07-3,class1
ENSMUSG00000073907,Olfr689,Olfr689,olfactory receptor 689,7,105311165,105319662,23070,07-3,class1
ENSMUSG00000050266,Olfr690,Olfr690,olfactory receptor 690,7,105328225,105334104,17060,07-3,class1
ENSMUSG00000043948,Olfr691,Olfr691,olfactory receptor 691,7,105335509,105342270,7284,07-3,class1
ENSMUSG00000073906,Olfr692,Olfr692,olfactory receptor 692,7,105368230,105369355,32721,07-3,class1
ENSMUSG00000051680,Olfr693,Olfr693,olfactory receptor 693,7,106675005,106680584,1306775,07-3,class2
ENSMUSG00000064223,Olfr694,Olfr694,olfactory receptor 694,7,106684980,106691814,9975,07-3,class2
ENSMUSG00000108948,Olfr695,Olfr695,olfactory receptor 695,7,106711031,106716396,26051,07-3,class2
ENSMUSG00000051591,Olfr697,Olfr697,olfactory receptor 697,7,106740834,106742443,29803,07-3,class2
ENSMUSG00000059087,Olfr698,Olfr698,olfactory receptor 698,7,106749889,106755397,9055,07-3,class2
ENSMUSG00000096714,Olfr699,Olfr699,olfactory receptor 699,7,106787963,106793198,38074,07-3,class2
ENSMUSG00000094493,Olfr700,Olfr700,olfactory receptor 700,7,106805395,106808834,17432,07-3,class2
ENSMUSG00000036744,Olfr701,Olfr701,olfactory receptor 701,7,106814129,106821472,8734,07-3,class2
ENSMUSG00000056863,Olfr702,Olfr702,olfactory receptor 702,7,106823489,106833893,9360,07-3,class2
ENSMUSG00000073901,Olfr703,Olfr703,olfactory receptor 703,7,106843360,106846207,19871,07-3,class2
ENSMUSG00000073900,Olfr704,Olfr704,olfactory receptor 704,7,106863185,106870921,19825,07-3,class2
ENSMUSG00000109058,Olfr705,Olfr705,olfactory receptor 705,7,106871870,106876891,8685,07-3,class2
ENSMUSG00000109354,Olfr706,Olfr706,olfactory receptor 706,7,106882589,106888162,10719,07-3,class2
ENSMUSG00000069390,Olfr707,Olfr707,olfactory receptor 707,7,106890446,106901241,7857,07-3,class2
ENSMUSG00000073899,Olfr1532-ps1,Olfr1532-ps1,"olfactory receptor 1532, pseudogene 1",7,106908001,106916265,17555,07-3,class2
ENSMUSG00000062553,Olfr709-ps1,Olfr709-ps1,"olfactory receptor 709, pseudogene 1",7,106922874,106932219,14873,07-3,class2
ENSMUSG00000045581,Olfr710,Olfr710,olfactory receptor 710,7,106943911,106948312,21037,07-3,class2
ENSMUSG00000036647,Olfr6,Olfr6,olfactory receptor 6,7,106953251,106963937,9340,07-3,class2
ENSMUSG00000045013,Olfr711,Olfr711,olfactory receptor 711,7,106969694,106975453,16443,07-3,class2
ENSMUSG00000070417,Olfr2,Olfr2,olfactory receptor 2,7,106995399,107006072,25705,07-3,class2
ENSMUSG00000073898,Olfr713,Olfr713,olfactory receptor 713,7,107031174,107040994,35775,07-3,class2
ENSMUSG00000049674,Olfr714,Olfr714,olfactory receptor 714,7,107070981,107077802,39807,07-3,class2
ENSMUSG00000073897,Olfr17,Olfr17,olfactory receptor 17,7,107093220,107099808,22239,07-3,class2
ENSMUSG00000062987,Olfr715b,Olfr715b,olfactory receptor 715B,7,107103748,107110369,10528,07-3,class2
ENSMUSG00000060503,Olfr715,Olfr715,olfactory receptor 715,7,107125267,107131083,21519,07-3,class2
ENSMUSG00000073896,Olfr716,Olfr716,olfactory receptor 716,7,107138327,107150581,13060,07-3,class2
ENSMUSG00000066242,Olfr467,Olfr467,olfactory receptor 467,7,107812263,107816336,673936,07-3,class2
ENSMUSG00000095910,Olfr469,Olfr469,olfactory receptor 469,7,107820566,107825541,8303,07-3,class2
ENSMUSG00000109542,Olfr470,Olfr470,olfactory receptor 470,7,107842905,107847490,22339,07-3,class2
ENSMUSG00000073893,Olfr472,Olfr472,olfactory receptor 472,7,107897902,107907762,54997,07-3,class2
ENSMUSG00000095212,Olfr473,Olfr473,olfactory receptor 473,7,107930446,107935661,32544,07-3,class2
ENSMUSG00000094197,Olfr474,Olfr474,olfactory receptor 474,7,107954643,107955575,24197,07-3,class2
ENSMUSG00000095301,Olfr476,Olfr476,olfactory receptor 476,7,107964803,107969514,10160,07-3,class2
ENSMUSG00000096151,Olfr477,Olfr477,olfactory receptor 477,7,107986693,107992723,21890,07-3,class2
ENSMUSG00000094426,Olfr478,Olfr478,olfactory receptor 478,7,108029965,108033989,43272,07-3,class2
ENSMUSG00000043855,Olfr479,Olfr479,olfactory receptor 479,7,108050693,108056783,20728,07-3,class2
ENSMUSG00000063120,Olfr480,Olfr480,olfactory receptor 480,7,108064878,108067346,14185,07-3,class2
ENSMUSG00000054236,Olfr481,Olfr481,olfactory receptor 481,7,108079855,108085824,14977,07-3,class2
ENSMUSG00000059031,Olfr482,Olfr482,olfactory receptor 482,7,108092999,108097586,13144,07-3,class2
ENSMUSG00000078118,Olfr483,Olfr483,olfactory receptor 483,7,108100849,108105944,7850,07-3,class2
ENSMUSG00000110171,Olfr484,Olfr484,olfactory receptor 484,7,108120691,108127449,19842,07-3,class2
ENSMUSG00000108995,Olfr485,Olfr485,olfactory receptor 485,7,108158918,108159871,38227,07-3,class2
ENSMUSG00000096068,Olfr486,Olfr486,olfactory receptor 486,7,108171798,108172742,12880,07-3,class2
ENSMUSG00000095929,Olfr487,Olfr487,olfactory receptor 487,7,108208868,108214636,37070,07-3,class2
ENSMUSG00000096465,Olfr488,Olfr488,olfactory receptor 488,7,108251617,108258347,42749,07-3,class2
ENSMUSG00000109884,Olfr490,Olfr490,olfactory receptor 490,7,108285893,108288934,34276,07-3,class2
ENSMUSG00000094612,Olfr491,Olfr491,olfactory receptor 491,7,108313451,108318827,27558,07-3,class2
ENSMUSG00000109497,Olfr492,Olfr492,olfactory receptor 492,7,108322730,108323674,9279,07-3,class2
ENSMUSG00000093980,Olfr493,Olfr493,olfactory receptor 493,7,108346035,108346979,23305,07-3,class2
ENSMUSG00000109631,Olfr494,Olfr494,olfactory receptor 494,7,108365335,108368436,19300,07-3,class2
ENSMUSG00000110253,Olfr495,Olfr495,olfactory receptor 495,7,108393167,108397513,27832,07-3,class2
